userId,executedAt,ISIN,direction,executionSize,executionPrice,currency,executionFee,type
00909ba7-ad01-42f1-9074-2773c7d3cf2c,2024-06-03 19:25:06.000,CA42249X1006,BUY,75.212355,1.2978,EUR,1.000000,REGULAR
00909ba7-ad01-42f1-9074-2773c7d3cf2c,2024-06-03 19:27:27.000,CNE100000296,BUY,3.693368,26.7595,EUR,1.000000,REGULAR
00909ba7-ad01-42f1-9074-2773c7d3cf2c,2024-06-03 19:35:36.000,US29786A1060,BUY,0.793091,59.7798,EUR,1.000000,REGULAR
00909ba7-ad01-42f1-9074-2773c7d3cf2c,2024-06-04 15:19:34.000,US64110L1061,BUY,0.017524,578.7912,EUR,0.000000,BONUS
00909ba7-ad01-42f1-9074-2773c7d3cf2c,2024-06-04 18:18:07.000,IE000XZSV718,BUY,10,11.7842,EUR,1.000000,REGULAR
00909ba7-ad01-42f1-9074-2773c7d3cf2c,2024-06-05 18:43:49.000,US67066G1040,BUY,1,1120.9435,EUR,1.000000,REGULAR
00909ba7-ad01-42f1-9074-2773c7d3cf2c,2024-06-12 09:16:19.000,CA42249X1006,BUY,74.481596,2.0659,EUR,1.000000,REGULAR
00909ba7-ad01-42f1-9074-2773c7d3cf2c,2024-06-13 06:44:27.000,US88160R1014,BUY,10,173.1648,EUR,1.000000,REGULAR
00909ba7-ad01-42f1-9074-2773c7d3cf2c,2024-06-17 12:23:10.000,US8334451098,BUY,10,118.5802,EUR,1.000000,REGULAR
00909ba7-ad01-42f1-9074-2773c7d3cf2c,2024-06-19 14:33:43.000,US8740391003,BUY,10,172.9980,EUR,1.000000,REGULAR
00909ba7-ad01-42f1-9074-2773c7d3cf2c,2024-06-21 10:28:31.000,CA42249X1006,BUY,151.056140,1.3959,EUR,1.000000,REGULAR
00909ba7-ad01-42f1-9074-2773c7d3cf2c,2024-06-28 07:17:43.000,NL00150002Q7,BUY,352,2.1585,EUR,1.000000,REGULAR
00909ba7-ad01-42f1-9074-2773c7d3cf2c,2024-06-28 15:29:58.000,NL00150002Q7,BUY,146,1.7822,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-01 06:03:25.000,XF000DOT0011,BUY,5.852916,8.6805,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-01 06:19:57.000,XF000DOT0011,BUY,5.279957,8.7467,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-03 09:48:53.000,DE000CBK1001,BUY,2.029826,12.9439,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-03 09:53:05.000,KYG9830T1067,BUY,26.616460,1.8594,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-03 09:56:19.000,CA02377G2045,BUY,20.114871,0.9673,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-04 05:50:36.000,CA60255C8850,BUY,2.098406,11.3192,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-04 05:57:10.000,XF000DOT0011,BUY,4.577383,7.8105,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-04 05:57:32.000,US5949181045,BUY,0.072561,393.2957,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-04 05:57:40.000,CA92707Y1088,BUY,16.735625,1.4671,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-04 05:58:38.000,KYG9830T1067,BUY,10.408739,1.8629,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-04 06:52:37.000,CA1380357048,BUY,2.457889,9.9311,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-04 06:58:09.000,DE0005140008,BUY,1.586749,14.9657,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-04 07:50:25.000,CA22717L1013,BUY,6.662556,3.0657,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-04 07:54:04.000,IE00B4L5Y983,BUY,0.643320,90.2379,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-04 20:59:59.000,DE000CBK1001,BUY,0.892828,13.1856,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-04 21:02:25.000,XF000DOT0011,BUY,0.518763,7.7786,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-10 07:10:02.000,CA42249X1006,BUY,23.981264,0.8484,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-10 07:10:37.000,KYG982AW1003,BUY,13.132545,3.7803,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-10 07:13:05.000,IE00BM67HT60,BUY,1.082437,73.8964,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-10 07:14:56.000,DE0007030009,BUY,0.037608,540.9312,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-04-10 07:19:26.000,US70450Y1038,BUY,0.425114,61.6911,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-05-02 08:14:40.000,DE0008404005,BUY,0.149198,268.1000,EUR,0.000000,SAVINGSPLAN
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-05-02 08:29:24.000,DE0005140008,BUY,1.319783,15.1540,EUR,0.000000,SAVINGSPLAN
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-05-13 23:42:47.000,XF000DOT0011,SELL,15.757954,6.1205,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-05-15 12:39:19.000,CA02377G2045,SELL,21.050256,0.5906,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-05-15 12:40:06.000,CA60255C8850,SELL,2.065061,7.8939,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-05-15 12:40:15.000,KYG982AW1003,SELL,13.148293,3.6880,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-05-15 12:41:24.000,CA92707Y1088,SELL,16.920494,1.1937,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-05-15 12:45:01.000,CA1380357048,SELL,2.470914,8.9560,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-05-15 12:47:31.000,DE0005140008,SELL,0.082612,15.9767,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-05-15 12:48:32.000,KYG9830T1067,BUY,10.878874,2.3429,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-06-19 16:57:55.000,DE0007030009,SELL,0.037227,479.0542,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-06-19 17:01:13.000,CA22717L1013,SELL,6.414665,2.1424,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-06-19 17:02:04.000,US70450Y1038,SELL,0.420864,55.5629,EUR,1.000000,REGULAR
016e4ff3-91b2-490f-9c1e-a09defe004b2,2024-06-19 17:05:39.000,IE00BM67HT60,BUY,0.619346,86.0056,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-25 07:36:12.000,US83444M1018,SELL,2,57.6158,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-25 14:31:58.000,US1331311027,SELL,11,89.8122,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-25 14:33:17.000,DK0010244508,SELL,1,1307.1147,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-25 14:33:24.000,US70450Y1038,SELL,17,58.9618,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-25 14:36:07.000,US5184391044,SELL,7,133.8392,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-29 09:29:17.000,US83444M1018,SELL,0.727500,59.6225,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-29 10:43:22.000,DE000SU47L30,BUY,66,3.0006,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-04-30 10:46:21.000,DE000SU47L30,SELL,63,3.0227,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-02 08:39:07.000,US12541W2098,SELL,15,74.0679,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-02 09:04:49.000,US88579Y1010,SELL,11,91.6594,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-02 12:39:58.000,DE000SU47L30,BUY,103,2.8700,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-02 13:35:27.000,DE000SU47L30,SELL,102,2.6569,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-06 14:05:14.000,US29476L1070,BUY,16,61.7214,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-06 14:06:11.000,KYG9828G1082,BUY,812,1.2013,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-07 06:10:46.000,DE000WACK012,BUY,59,17.3044,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-09 07:33:42.000,DE000A161408,SELL,130,5.8627,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-09 17:52:34.000,US0921131092,BUY,20,53.4157,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-10 08:07:33.000,MHY1771G1026,BUY,82,12.6894,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-10 08:08:19.000,GB00B1VNSX38,BUY,144,6.6260,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-10 08:15:08.000,MHY1968P1218,BUY,13,77.2562,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-10 09:31:36.000,ES0125220311,SELL,7,120.9192,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-13 07:34:26.000,IT0003492391,SELL,10,102.9948,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-13 07:47:04.000,HK0144000764,BUY,666,1.4282,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-13 07:52:29.000,NL00150001Q9,BUY,48,20.8845,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-14 13:37:55.000,US98980F1049,BUY,81,12.1610,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-14 13:42:30.000,US29414B1044,BUY,5,180.5985,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-14 14:13:08.000,DE000WACK012,SELL,56,17.8756,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-15 19:01:59.000,US81211K1007,SELL,30,35.1664,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-16 08:10:52.000,US1266501006,BUY,20,51.4305,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-16 08:14:50.000,FR0000053381,BUY,201,4.8960,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-17 07:20:10.000,GB00BJDQQ870,BUY,196,4.8747,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-17 07:24:39.000,MHY1771G1026,SELL,78,13.2379,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-17 12:50:20.000,CA67077M1086,SELL,18,52.5978,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-17 13:40:02.000,NL00150001Q9,SELL,48,20.9449,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-17 14:05:15.000,MHY1968P1218,SELL,13,78.4046,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20 08:06:46.000,US0905722072,SELL,3,267.0791,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20 08:08:17.000,US00760J1088,SELL,62,10.2943,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20 08:12:26.000,FR0000053381,SELL,213,4.9825,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20 08:13:32.000,US1101221083,SELL,20,40.4269,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20 13:54:06.000,US98980L1017,BUY,17,58.9454,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20 13:55:06.000,US70450Y1038,BUY,18,58.7069,EUR,1.000000,REGULAR
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20 14:49:03.000,IL0011595993,BUY,60,17.5633,EUR,1.000000,REGULAR
